contest_name,contest_type,level,difficulty,problem_name,problem_type,problem_url,pdf_url,ggdrive_url
Free Contest 93,Training,Unknown,Medium,Free Contest 93 - INVOKE,Other,https://oj.vnoi.info/problem/fc093_invoke,https://vnoi-admin.github.io/statements/FC/FC093/invoke.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 93,Training,Unknown,Medium,Free Contest 93 - JAM,Other,https://oj.vnoi.info/problem/fc093_jam,https://vnoi-admin.github.io/statements/FC/FC093/jam.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 93,Training,Unknown,Medium,Free Contest 93 - SANTA,Other,https://oj.vnoi.info/problem/fc093_santa,https://vnoi-admin.github.io/statements/FC/FC093/santa.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Cup 2018,Training,Unknown,Medium,Free Contest Cup 2018 - SEGMENT,Data Structures,https://oj.vnoi.info/problem/fc2018_segment,https://vnoi-admin.github.io/statements/FC/FC2018/segment.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Cup 2018,Training,Unknown,Medium,Free Contest Cup 2018 - VALUESTR,String/Text,https://oj.vnoi.info/problem/fc2018_valuestr,https://vnoi-admin.github.io/statements/FC/FC2018/valuestr.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Cup 2018,Training,Unknown,Medium,Free Contest Cup 2018 - PURPLE,Other,https://oj.vnoi.info/problem/fc2018_purple,https://vnoi-admin.github.io/statements/FC/FC2018/purple.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Cup 2018,Training,Unknown,Medium,Free Contest Cup 2018 - FCCUP18,Other,https://oj.vnoi.info/problem/fc2018_fccup18,https://vnoi-admin.github.io/statements/FC/FC2018/fccup18.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Cup 2018,Training,Unknown,Medium,Free Contest Cup 2018 - FLIPROW,Other,https://oj.vnoi.info/problem/fc2018_fliprow,https://vnoi-admin.github.io/statements/FC/FC2018/fliprow.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Cup 2018,Training,Unknown,Medium,Free Contest Cup 2018 - FCCUP18,Other,https://oj.vnoi.info/problem/fcc2018_fccup18,https://vnoi-admin.github.io/statements/FC/FCC2018/fccup18.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Cup 2018,Training,Unknown,Medium,Free Contest Cup 2018 - VALUESTR,String/Text,https://oj.vnoi.info/problem/fcc2018_valuestr,https://vnoi-admin.github.io/statements/FC/FCC2018/valuestr.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Cup 2018,Training,Unknown,Medium,Free Contest Cup 2018 - SEGMENT,Data Structures,https://oj.vnoi.info/problem/fcc2018_segment,https://vnoi-admin.github.io/statements/FC/FCC2018/segment.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Cup 2018,Training,Unknown,Medium,Free Contest Cup 2018 - PURPLE,Other,https://oj.vnoi.info/problem/fcc2018_purple,https://vnoi-admin.github.io/statements/FC/FCC2018/purple.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Cup 2018,Training,Unknown,Medium,Free Contest Cup 2018 - FLIPROW,Other,https://oj.vnoi.info/problem/fcc2018_fliprow,https://vnoi-admin.github.io/statements/FC/FCC2018/fliprow.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 92,Training,Unknown,Medium,Free Contest 92 - BQUERY,Other,https://oj.vnoi.info/problem/fc092_bquery,https://vnoi-admin.github.io/statements/FC/FC092/bquery.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 92,Training,Unknown,Medium,Free Contest 92 - HYVONG,Other,https://oj.vnoi.info/problem/fc092_hyvong,https://vnoi-admin.github.io/statements/FC/FC092/hyvong.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 92,Training,Unknown,Medium,Free Contest 92 - HACKER,Other,https://oj.vnoi.info/problem/fc092_hacker,https://vnoi-admin.github.io/statements/FC/FC092/hacker.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 92,Training,Unknown,Medium,Free Contest 92 - VANCHUYEN,Other,https://oj.vnoi.info/problem/fc092_vanchuyen,https://vnoi-admin.github.io/statements/FC/FC092/vanchuyen.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 92,Training,Unknown,Medium,Free Contest 92 - CUTE,Other,https://oj.vnoi.info/problem/fc092_cute,https://vnoi-admin.github.io/statements/FC/FC092/cute.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 91,Training,Unknown,Medium,Free Contest 91 - NMARKET,Other,https://oj.vnoi.info/problem/fc091_nmarket,https://vnoi-admin.github.io/statements/FC/FC091/nmarket.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 91,Training,Unknown,Medium,Free Contest 91 - PIGS,Other,https://oj.vnoi.info/problem/fc091_pigs,https://vnoi-admin.github.io/statements/FC/FC091/pigs.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 91,Training,Unknown,Medium,Free Contest 91 - COPYDATA,Other,https://oj.vnoi.info/problem/fc091_copydata,https://vnoi-admin.github.io/statements/FC/FC091/copydata.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 91,Training,Unknown,Medium,Free Contest 91 - FCCOIN,Dynamic Programming,https://oj.vnoi.info/problem/fc091_fccoin,https://vnoi-admin.github.io/statements/FC/FC091/fccoin.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 91,Training,Unknown,Medium,Free Contest 91 - SNAIL,Other,https://oj.vnoi.info/problem/fc091_snail,https://vnoi-admin.github.io/statements/FC/FC091/snail.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Beginner Free Contest 2,Training,Unknown,Easy,Beginner Free Contest 2 - INTERACTIVE,Other,https://oj.vnoi.info/problem/fcb002_interactive,https://vnoi-admin.github.io/statements/FC/FCB002/interactive.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Beginner Free Contest 2,Training,Unknown,Easy,Beginner Free Contest 2 - MAKERECT,Other,https://oj.vnoi.info/problem/fcb002_makerect,https://vnoi-admin.github.io/statements/FC/FCB002/makerect.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Beginner Free Contest 2,Training,Unknown,Easy,Beginner Free Contest 2 - CANDY,Other,https://oj.vnoi.info/problem/fcb002_candy,https://vnoi-admin.github.io/statements/FC/FCB002/candy.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Beginner Free Contest 2,Training,Unknown,Easy,Beginner Free Contest 2 - DEMSO,Other,https://oj.vnoi.info/problem/fcb002_demso,https://vnoi-admin.github.io/statements/FC/FCB002/demso.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Beginner Free Contest 2,Training,Unknown,Easy,Beginner Free Contest 2 - SQUARE,Geometry,https://oj.vnoi.info/problem/fcb002_square,https://vnoi-admin.github.io/statements/FC/FCB002/square.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 90,Training,Unknown,Medium,Free Contest 90 - COMBCAL,Other,https://oj.vnoi.info/problem/fc090_combcal,https://vnoi-admin.github.io/statements/FC/FC090/combcal.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 90,Training,Unknown,Medium,Free Contest 90 - COPRIME,Math/Number Theory,https://oj.vnoi.info/problem/fc090_coprime,https://vnoi-admin.github.io/statements/FC/FC090/coprime.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 90,Training,Unknown,Medium,Free Contest 90 - DIVCAN,Other,https://oj.vnoi.info/problem/fc090_divcan,https://vnoi-admin.github.io/statements/FC/FC090/divcan.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 90,Training,Unknown,Medium,Free Contest 90 - NEMGAME,Game Theory,https://oj.vnoi.info/problem/fc090_nemgame,https://vnoi-admin.github.io/statements/FC/FC090/nemgame.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 90,Training,Unknown,Medium,Free Contest 90 - POLITICS,Other,https://oj.vnoi.info/problem/fc090_politics,https://vnoi-admin.github.io/statements/FC/FC090/politics.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 89,Training,Unknown,Medium,Free Contest 89 - ANTIPRIME,Math/Number Theory,https://oj.vnoi.info/problem/fc089_antiprime,https://vnoi-admin.github.io/statements/FC/FC089/antiprime.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 89,Training,Unknown,Medium,Free Contest 89 - CONNECT,Graph/Tree,https://oj.vnoi.info/problem/fc089_connect,https://vnoi-admin.github.io/statements/FC/FC089/connect.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 89,Training,Unknown,Medium,Free Contest 89 - DAUXE,Other,https://oj.vnoi.info/problem/fc089_dauxe,https://vnoi-admin.github.io/statements/FC/FC089/dauxe.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 89,Training,Unknown,Medium,Free Contest 89 - LINECITY,Geometry,https://oj.vnoi.info/problem/fc089_linecity,https://vnoi-admin.github.io/statements/FC/FC089/linecity.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 89,Training,Unknown,Medium,Free Contest 89 - MAZE,Graph/Tree,https://oj.vnoi.info/problem/fc089_maze,https://vnoi-admin.github.io/statements/FC/FC089/maze.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Beginner Free Contest 1,Training,Unknown,Easy,Beginner Free Contest 1 - C3,Other,https://oj.vnoi.info/problem/fcb001_c3,https://vnoi-admin.github.io/statements/FC/FCB001/c3.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Beginner Free Contest 1,Training,Unknown,Easy,Beginner Free Contest 1 - COLOR,Other,https://oj.vnoi.info/problem/fcb001_color,https://vnoi-admin.github.io/statements/FC/FCB001/color.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Beginner Free Contest 1,Training,Unknown,Easy,Beginner Free Contest 1 - HEIGHT,Other,https://oj.vnoi.info/problem/fcb001_height,https://vnoi-admin.github.io/statements/FC/FCB001/height.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Beginner Free Contest 1,Training,Unknown,Easy,Beginner Free Contest 1 - KSUM,Math/Number Theory,https://oj.vnoi.info/problem/fcb001_ksum,https://vnoi-admin.github.io/statements/FC/FCB001/ksum.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Beginner Free Contest 1,Training,Unknown,Easy,Beginner Free Contest 1 - MAXSUM,Math/Number Theory,https://oj.vnoi.info/problem/fcb001_maxsum,https://vnoi-admin.github.io/statements/FC/FCB001/maxsum.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 88,Training,Unknown,Medium,Free Contest 88 - BOXES,Other,https://oj.vnoi.info/problem/fc088_boxes,https://vnoi-admin.github.io/statements/FC/FC088/boxes.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 88,Training,Unknown,Medium,Free Contest 88 - FCITY,Other,https://oj.vnoi.info/problem/fc088_fcity,https://vnoi-admin.github.io/statements/FC/FC088/fcity.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 88,Training,Unknown,Medium,Free Contest 88 - PRESENT,Other,https://oj.vnoi.info/problem/fc088_present,https://vnoi-admin.github.io/statements/FC/FC088/present.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 88,Training,Unknown,Medium,Free Contest 88 - TABLE,Other,https://oj.vnoi.info/problem/fc088_table,https://vnoi-admin.github.io/statements/FC/FC088/table.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 88,Training,Unknown,Medium,Free Contest 88 - SEQ49,Other,https://oj.vnoi.info/problem/fc088_seq49,https://vnoi-admin.github.io/statements/FC/FC088/seq49.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 87,Training,Unknown,Medium,Free Contest 87 - TABLE,Other,https://oj.vnoi.info/problem/fc087_table,https://vnoi-admin.github.io/statements/FC/FC087/table.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 87,Training,Unknown,Medium,Free Contest 87 - DIGITS,Math/Number Theory,https://oj.vnoi.info/problem/fc087_digits,https://vnoi-admin.github.io/statements/FC/FC087/digits.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 87,Training,Unknown,Medium,Free Contest 87 - CHOCOLATE,Other,https://oj.vnoi.info/problem/fc087_chocolate,https://vnoi-admin.github.io/statements/FC/FC087/chocolate.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 87,Training,Unknown,Medium,Free Contest 87 - CNTX,Other,https://oj.vnoi.info/problem/fc087_cntx,https://vnoi-admin.github.io/statements/FC/FC087/cntx.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 87,Training,Unknown,Medium,Free Contest 87 - SIGRA,Other,https://oj.vnoi.info/problem/fc087_sigra,https://vnoi-admin.github.io/statements/FC/FC087/sigra.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 3,Training,Unknown,Medium,Free Contest Testing Round 3 - DIGITSUM,Math/Number Theory,https://oj.vnoi.info/problem/fct003_digitsum,https://vnoi-admin.github.io/statements/FC/FCT003/digitsum.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 3,Training,Unknown,Medium,Free Contest Testing Round 3 - FISH,Other,https://oj.vnoi.info/problem/fct003_fish,https://vnoi-admin.github.io/statements/FC/FCT003/fish.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 3,Training,Unknown,Medium,Free Contest Testing Round 3 - JUSTABC,Other,https://oj.vnoi.info/problem/fct003_justabc,https://vnoi-admin.github.io/statements/FC/FCT003/justabc.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 3,Training,Unknown,Medium,Free Contest Testing Round 3 - POST3,Other,https://oj.vnoi.info/problem/fct003_post3,https://vnoi-admin.github.io/statements/FC/FCT003/post3.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 3,Training,Unknown,Medium,Free Contest Testing Round 3 - ROUTE,Graph/Tree,https://oj.vnoi.info/problem/fct003_route,https://vnoi-admin.github.io/statements/FC/FCT003/route.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 86,Training,Unknown,Medium,Free Contest 86 - ABCD,Other,https://oj.vnoi.info/problem/fc086_abcd,https://vnoi-admin.github.io/statements/FC/FC086/abcd.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 86,Training,Unknown,Medium,Free Contest 86 - F7,Other,https://oj.vnoi.info/problem/fc086_f7,https://vnoi-admin.github.io/statements/FC/FC086/f7.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 86,Training,Unknown,Medium,Free Contest 86 - RANKING,Other,https://oj.vnoi.info/problem/fc086_ranking,https://vnoi-admin.github.io/statements/FC/FC086/ranking.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 86,Training,Unknown,Medium,Free Contest 86 - RRACE,Other,https://oj.vnoi.info/problem/fc086_rrace,https://vnoi-admin.github.io/statements/FC/FC086/rrace.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 86,Training,Unknown,Medium,Free Contest 86 - JUDGER,Other,https://oj.vnoi.info/problem/fc086_judger,https://vnoi-admin.github.io/statements/FC/FC086/judger.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 85,Training,Unknown,Medium,Free Contest 85 - CHILD,Other,https://oj.vnoi.info/problem/fc085_child,https://vnoi-admin.github.io/statements/FC/FC085/child.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 85,Training,Unknown,Medium,Free Contest 85 - GPMB,Other,https://oj.vnoi.info/problem/fc085_gpmb,https://vnoi-admin.github.io/statements/FC/FC085/gpmb.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 85,Training,Unknown,Medium,Free Contest 85 - GROWING,Game Theory,https://oj.vnoi.info/problem/fc085_growing,https://vnoi-admin.github.io/statements/FC/FC085/growing.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 85,Training,Unknown,Medium,Free Contest 85 - QSUM,Math/Number Theory,https://oj.vnoi.info/problem/fc085_qsum,https://vnoi-admin.github.io/statements/FC/FC085/qsum.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 85,Training,Unknown,Medium,Free Contest 85 - UETACM,Other,https://oj.vnoi.info/problem/fc085_uetacm,https://vnoi-admin.github.io/statements/FC/FC085/uetacm.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 84,Training,Unknown,Medium,Free Contest 84 - RAMEN,Other,https://oj.vnoi.info/problem/fc084_ramen,https://vnoi-admin.github.io/statements/FC/FC084/ramen.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 84,Training,Unknown,Medium,Free Contest 84 - NUMADD,Other,https://oj.vnoi.info/problem/fc084_numadd,https://vnoi-admin.github.io/statements/FC/FC084/numadd.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 84,Training,Unknown,Medium,Free Contest 84 - XORPATH,Graph/Tree,https://oj.vnoi.info/problem/fc084_xorpath,https://vnoi-admin.github.io/statements/FC/FC084/xorpath.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 84,Training,Unknown,Medium,Free Contest 84 - DNA,Other,https://oj.vnoi.info/problem/fc084_dna,https://vnoi-admin.github.io/statements/FC/FC084/dna.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 84,Training,Unknown,Medium,Free Contest 84 - MATH,Math/Number Theory,https://oj.vnoi.info/problem/fc084_math,https://vnoi-admin.github.io/statements/FC/FC084/math.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 83,Training,Unknown,Medium,Free Contest 83 - LAMEST,Other,https://oj.vnoi.info/problem/fc083_lamest,https://vnoi-admin.github.io/statements/FC/FC083/lamest.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 83,Training,Unknown,Medium,Free Contest 83 - LIGHTS,Other,https://oj.vnoi.info/problem/fc083_lights,https://vnoi-admin.github.io/statements/FC/FC083/lights.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 83,Training,Unknown,Medium,Free Contest 83 - XORSUM,Math/Number Theory,https://oj.vnoi.info/problem/fc083_xorsum,https://vnoi-admin.github.io/statements/FC/FC083/xorsum.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 83,Training,Unknown,Medium,Free Contest 83 - INCEQUAL,Other,https://oj.vnoi.info/problem/fc083_incequal,https://vnoi-admin.github.io/statements/FC/FC083/incequal.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 83,Training,Unknown,Medium,Free Contest 83 - CAKES,Other,https://oj.vnoi.info/problem/fc083_cakes,https://vnoi-admin.github.io/statements/FC/FC083/cakes.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 82,Training,Unknown,Medium,Free Contest 82 - CC,Other,https://oj.vnoi.info/problem/fc082_cc,https://vnoi-admin.github.io/statements/FC/FC082/cc.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 82,Training,Unknown,Medium,Free Contest 82 - SEQ59,Other,https://oj.vnoi.info/problem/fc082_seq59,https://vnoi-admin.github.io/statements/FC/FC082/seq59.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 82,Training,Unknown,Medium,Free Contest 82 - SORT,Array/Sorting,https://oj.vnoi.info/problem/fc082_sort,https://vnoi-admin.github.io/statements/FC/FC082/sort.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 82,Training,Unknown,Medium,Free Contest 82 - FRACTAL,Other,https://oj.vnoi.info/problem/fc082_fractal,https://vnoi-admin.github.io/statements/FC/FC082/fractal.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 82,Training,Unknown,Medium,Free Contest 82 - TREECOLOR,Graph/Tree,https://oj.vnoi.info/problem/fc082_treecolor,https://vnoi-admin.github.io/statements/FC/FC082/treecolor.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 2.2,Training,Unknown,Medium,Free Contest Testing Round 2.2 - LIGHTS,Other,https://oj.vnoi.info/problem/fct002_2_lights,https://vnoi-admin.github.io/statements/FC/FCT002_2/lights.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 2.2,Training,Unknown,Medium,Free Contest Testing Round 2.2 - MINDIST,Array/Sorting,https://oj.vnoi.info/problem/fct002_2_mindist,https://vnoi-admin.github.io/statements/FC/FCT002_2/mindist.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 2.2,Training,Unknown,Medium,Free Contest Testing Round 2.2 - TREE,Graph/Tree,https://oj.vnoi.info/problem/fct002_2_tree,https://vnoi-admin.github.io/statements/FC/FCT002_2/tree.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest Testing Round 2.2,Training,Unknown,Medium,Free Contest Testing Round 2.2 - TAMTAM,Other,https://oj.vnoi.info/problem/fct002_2_tamtam,https://vnoi-admin.github.io/statements/FC/FCT002_2/tamtam.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 81,Training,Unknown,Medium,Free Contest 81 - PAIREQUA,Other,https://oj.vnoi.info/problem/fc081_pairequa,https://vnoi-admin.github.io/statements/FC/FC081/pairequa.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 81,Training,Unknown,Medium,Free Contest 81 - TKET,Other,https://oj.vnoi.info/problem/fc081_tket,https://vnoi-admin.github.io/statements/FC/FC081/tket.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 81,Training,Unknown,Medium,Free Contest 81 - SEQ51,Other,https://oj.vnoi.info/problem/fc081_seq51,https://vnoi-admin.github.io/statements/FC/FC081/seq51.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 81,Training,Unknown,Medium,Free Contest 81 - TRANSFORM,Other,https://oj.vnoi.info/problem/fc081_transform,https://vnoi-admin.github.io/statements/FC/FC081/transform.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 81,Training,Unknown,Medium,Free Contest 81 - DIVING,Other,https://oj.vnoi.info/problem/fc081_diving,https://vnoi-admin.github.io/statements/FC/FC081/diving.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 80,Training,Unknown,Medium,Free Contest 80 - DIVQUERY,Other,https://oj.vnoi.info/problem/fc080_divquery,https://vnoi-admin.github.io/statements/FC/FC080/divquery.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 80,Training,Unknown,Medium,Free Contest 80 - BALLOON,Other,https://oj.vnoi.info/problem/fc080_balloon,https://vnoi-admin.github.io/statements/FC/FC080/balloon.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 80,Training,Unknown,Medium,Free Contest 80 - CNTPAIRS,Other,https://oj.vnoi.info/problem/fc080_cntpairs,https://vnoi-admin.github.io/statements/FC/FC080/cntpairs.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 80,Training,Unknown,Medium,Free Contest 80 - ABSMAX,Array/Sorting,https://oj.vnoi.info/problem/fc080_absmax,https://vnoi-admin.github.io/statements/FC/FC080/absmax.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
Free Contest 80,Training,Unknown,Medium,Free Contest 80 - GROUPS,Other,https://oj.vnoi.info/problem/fc080_groups,https://vnoi-admin.github.io/statements/FC/FC080/groups.pdf,https://drive.google.com/drive/folders/1v7II21UysbEilhm5NDMcZ8hfnEKnvbeo
